"序号","data_src_cd","real_src_tbl","_col2","source_table_comment","source_comment_variant_count","metadata_match","metadata_status","metadata_classifications","t01_task_count","source_annotation_task_ids","schema_status","schema_field_count","schema_fields","schema_ddl_task_ids","schema_field_comment_count","schema_field_comments","source_system_name","source_system_name_basis"
"70","TIT","ODATA_N_TIT.D_REF_COUNTER_PARTY","7263","交易参数-交易对手；交易对手","2","true","ACTIVE","自定义_数据重要性_重要","29","76984,105076,105077,105518,114423","DDL_FOUND","62","ID|LONG_NAME|SHORT_NAME|CTPTY_TYPE|CTPTY_LEGAL_ENTITY|CREATED_DATETIME|CREATED_BY|UPDATED_DATETIME|UPDATED_BY|IS_DELETED|NAME_ABBREVIATION|COLLATERAL_FACTOR_X|DEALER_LEVEL|APTITUDE|CTPTY_FEE_RATE|HK_CTPTY_FEE_RATE|CUSTOMER_MANAGER|INTRODUCTION_DEPARTMENT_NO|HK_FEE_RATE_US|HK_FEE_RATE_HK|HK_FIXED_RATE|RELATED_PARTY_FLAG|DEPARTMENT|INS_RECORD_CODE|DATA_TIME|DAY_COUNT|FIXED_RATE|EXCHANGE_RATE_TYPE|INTEREST_INTERVAL|NOTIONAL_LIMIT|OPERATOR|GRANT_BALANCE|GRANT_BALANCE_EXPIRE_DATE|AB_FUTURES_PREMIUM_RATE|AB_FUTURES_LEVEL_FACTOR|CLIENT_QUALIFY_REVIEW|CLIENT_QUALIFY_REVIEW_DES|SPREAD|UNIFIEDSOCIAL_CODE|LEGAL_REPRESENTATIVE|CONTROLLER_NAME|HK_TRS_COMMISSION_TYPE|US_TRS_COMMISSION_TYPE|HK_PER_SHARE_COMMISSION_2CTPTY|HK_PER_SHARE_COMMISSION_2GM|US_PER_SHARE_COMMISSION_2CTPTY|US_PER_SHARE_COMMISSION_2GM|AIRBAGX_FEE_RATE|FLOATING_RATE_CAP|IS_INNER|SPREAD_US|HK_FIXED_RATE_US|CROSS_FLOATING_RATE_TARGET_HK|CROSS_FLOATING_RATE_TARGET_US|DOMESTIC_OPEN_RATES|DOMESTIC_CLOSE_RATES|HK_OPEN_RATES|HK_CLOSE_RATES|US_CTPTY_FEE_RATE|MASTER_AGREEMENT_ID_BOTH|SUPPLEMENT_AGREEMENT_ID_BOTH|TAX_RATIO","78470","0","","场外衍生品投资管理系统","CD100 字典"
"71","RCC","ODATA_N_RCC.A_BANKARG","489","银行参数表","1","true","ACTIVE","自定义_数据重要性_核心,分级_3","17","35885,35895,35932,63194,63696,63766","DDL_FOUND","14","BANK_NO|BANK_NAME|BANK_TYPE|BRANCH_NO|AM_OPEN|AM_CLOSE|PM_OPEN|PM_CLOSE|INIT_DATE|BANK_STATUS|BUSINESS_DATE|BANKARG_FLAG|DS_DATE|DATA_TIME","60469","0","","零售柜台新一代清算系统","CD100 字典"
"72","FOC","ODATA_N_FOC.T_FT_DEPT_INFO","3938","机构信息表","1","true","ACTIVE","","5","231873,231876,231877,231879,231881","DDL_FOUND","43","DEP_CODE|DEP_NAME|DEP_KIND|DEP_PROP|LINKMAN|TELEPHONE|MOBILE|SELL_FAX|FEE_FAX|ADDRESS|POST_CODE|EMAIL|NOTE|IS_SEND_FAX|MARGE_FLAG|SETTLE_ACC_ID|MARKET_CODE|TRACOM_FAX|LOCK_STATUS|UNION_FUND_CODE|SALE_BELONG|FEE_EMAIL|BELONG_DEP_CODE|MANAGER_TYPE|OP_FLAG|CUST_SVR_TYPE|MGR_CREDIT|TRANSFER_MODE|PB_MANAGER_NO|IS_REG|SEND_TO_MSP|FAR_CODE|PROVIS_MODE|DOT_NUMBER|REPORTING_ID|FIID|ASS_DEP_TYPE|PRODUCT_SOURCE|NEED_RETURN_VISIT|CREATE_TIME|RECON_METHOD|BONUS_FROZEN_TYPE|DATA_TIME","228950","0","","外包资金清算系统","库目录说明"
"73","FCT","ODATA_N_FCT.A_V_T_INVESTOR_ZQ","1241","投资者","1","true","ACTIVE","自定义_数据重要性_重要","7","91843,91846,91847,91848,91849,91852,92285","NO_DDL_FOUND","0","","","0","","广发期货柜台交易系统","CD100 字典"
"74","GPB","ODATA_N_GPB.U_SYS_ORG","2969","机构-机构信息","1","true","ACTIVE","自定义_数据重要性_重要","5","37949,38362,63262,63634","NO_DDL_FOUND","0","","","0","","广发投易通系统（极速版）","CD100 字典"
"75","HPB","ODATA_N_HPB.T_TORGANIZATIONINFO","633","公司信息表","1","true","ACTIVE","自定义_数据重要性_重要","10","36620,37228,37238,43961,63086,63182,63668,63702","DDL_FOUND","53","L_ORG_ID|VC_ORG_CODE|VC_ORG_NAME|VC_ORG_SHORTNAME|VC_ORG_TYPE|VC_ORG_ADDRESS|VC_CONTACTS_NAME1|VC_CELLPHONE1|VC_PHONE1|VC_EMAIL1|VC_QQ1|VC_CONTACTS_NAME2|VC_CELLPHONE2|VC_PHONE2|VC_EMAIL2|VC_QQ2|C_STATUS|L_RC_CONNECT_COUNT|L_UFX_CONNECT_COUNT|VC_REMARKS|VC_INVEST_TYPES|VC_BUSIN_CLASSES|VC_STOCKTYPE_RIGHT|VC_ENTRDIRE_RIGHT|VC_PERMIT_MARKET|VC_FUTURES_INVEST_TYPES|L_HOMES_CONNECT_COUNT|L_ENTRUST_PUR_SECONDS|L_QUERY_PUR_SECONDS|L_TOTAL_ENTRUST_DAILY|VC_KJ_CUSTOMER_ACCO|VC_KJ_PASSWORD|C_APPROVE_TYPE|L_REGISTER_DATE|L_CANCEL_DATE|L_MOULD_ID|C_USE_IP_CONTROL|C_TRADE_SERVICE|C_DEFAPPROVE_MODE|VC_STORMCOMPANY_IDS|VC_STRATEGY_NAME|L_QR_CONNECT_COUNT|C_APPROVE_SHORTCUT|C_STATION_CONTROL|VC_TIMESTAMP|L_VIRTUAL_KEY|C_AUTOCASHDEAL|VC_REMIND_TYPE|C_UFR|C_DEFAPPROVE_PROC|C_FILEENTRUST_MODE|C_FILEENTRUST_SHORTCUT|DATA_TIME","60456","0","","恒生PB主经纪商系统","CD100 字典"
"76","SMP","ODATA_N_SMP.W_APPLET_PEPC_USERINFOS","1216","客户信息；用户信息","2","true","ACTIVE","自定义_数据重要性_核心","7","113226,113229,113230,113231,113234","DDL_FOUND","31","ID|CREATED_AT|UPDATED_AT|DELETED_AT|ERP|PORTAL_ID|NAME|CARD_TYPE|CARD_NO|CARD_ADDR|DEPT|START_AT|END_AT|SEX|COUNTRY|BIRTHDAY|EDUCATION|TELEPHONE|MOBILE|PROFESSION|PROVINCE|CITY|DISTRICT|ADDRESS|EMAIL|ELIG_TEST_RISK_VALID|ELIG_TEST_CORP_RISK_LEVEL|ELIG_TEST_TIME|ELIG_TEST_EN_INVEST_KIND|ELIG_TEST_EN_INVEST_TERM|DATE_TIME","106814","0","","社交媒体平台服务系统","CD100 字典"
"77","AMS","ODATA_N_AMS.K_TB_ZC_VIP_CUST","1229","","0","true","ACTIVE","自定义_数据重要性_重要,分级_4","0","","NO_DDL_FOUND","0","","","0","","资管运营系统","CD100 字典"
"78","CVS","ODATA_N_CVS.A_TP_ORGINFO","6159","机构信息表","1","true","ACTIVE","自定义_数据重要性_重要","5","50330,63142,63163,63733,63775","DDL_FOUND","12","FID|FORG|FORGALL|FORGCODE|FTYPE|FLINKMAN|FPHONE|FOTHER|FSH|FSOURCE|DATA_TIME|BUSI_DATE","50245,61347","0","","托管系统5.0","CD100 字典"
"79","ERP","ODATA_N_ERP.B_ERP_A_AP_SUPPLIERS","87386","供应商","1","true","ACTIVE","","2","201446,201447","DDL_FOUND","181","VENDOR_ID|LAST_UPDATE_DATE|LAST_UPDATED_BY|VENDOR_NAME|VENDOR_NAME_ALT|SEGMENT1|SUMMARY_FLAG|ENABLED_FLAG|SEGMENT2|SEGMENT3|SEGMENT4|SEGMENT5|LAST_UPDATE_LOGIN|CREATION_DATE|CREATED_BY|EMPLOYEE_ID|VENDOR_TYPE_LOOKUP_CODE|CUSTOMER_NUM|ONE_TIME_FLAG|PARENT_VENDOR_ID|MIN_ORDER_AMOUNT|SHIP_TO_LOCATION_ID|BILL_TO_LOCATION_ID|SHIP_VIA_LOOKUP_CODE|FREIGHT_TERMS_LOOKUP_CODE|FOB_LOOKUP_CODE|TERMS_ID|SET_OF_BOOKS_ID|CREDIT_STATUS_LOOKUP_CODE|CREDIT_LIMIT|ALWAYS_TAKE_DISC_FLAG|PAY_DATE_BASIS_LOOKUP_CODE|PAY_GROUP_LOOKUP_CODE|PAYMENT_PRIORITY|INVOICE_CURRENCY_CODE|PAYMENT_CURRENCY_CODE|INVOICE_AMOUNT_LIMIT|EXCHANGE_DATE_LOOKUP_CODE|HOLD_ALL_PAYMENTS_FLAG|HOLD_FUTURE_PAYMENTS_FLAG|HOLD_REASON|DISTRIBUTION_SET_ID|ACCTS_PAY_CODE_COMBINATION_ID|DISC_LOST_CODE_COMBINATION_ID|DISC_TAKEN_CODE_COMBINATION_ID|EXPENSE_CODE_COMBINATION_ID|PREPAY_CODE_COMBINATION_ID|NUM_1099|TYPE_1099|WITHHOLDING_STATUS_LOOKUP_CODE|WITHHOLDING_START_DATE|ORGANIZATION_TYPE_LOOKUP_CODE|VAT_CODE|START_DATE_ACTIVE|END_DATE_ACTIVE|MINORITY_GROUP_LOOKUP_CODE|PAYMENT_METHOD_LOOKUP_CODE|BANK_ACCOUNT_NAME|BANK_ACCOUNT_NUM|BANK_NUM|BANK_ACCOUNT_TYPE|WOMEN_OWNED_FLAG|SMALL_BUSINESS_FLAG|STANDARD_INDUSTRY_CLASS|HOLD_FLAG|PURCHASING_HOLD_REASON|HOLD_BY|HOLD_DATE|TERMS_DATE_BASIS|PRICE_TOLERANCE|INSPECTION_REQUIRED_FLAG|RECEIPT_REQUIRED_FLAG|QTY_RCV_TOLERANCE|QTY_RCV_EXCEPTION_CODE|ENFORCE_SHIP_TO_LOCATION_CODE|DAYS_EARLY_RECEIPT_ALLOWED|DAYS_LATE_RECEIPT_ALLOWED|RECEIPT_DAYS_EXCEPTION_CODE|RECEIVING_ROUTING_ID|ALLOW_SUBSTITUTE_RECEIPTS_FLAG|ALLOW_UNORDERED_RECEIPTS_FLAG|HOLD_UNMATCHED_INVOICES_FLAG|EXCLUSIVE_PAYMENT_FLAG|AP_TAX_ROUNDING_RULE|AUTO_TAX_CALC_FLAG|AUTO_TAX_CALC_OVERRIDE|AMOUNT_INCLUDES_TAX_FLAG|TAX_VERIFICATION_DATE|NAME_CONTROL|STATE_REPORTABLE_FLAG|FEDERAL_REPORTABLE_FLAG|ATTRIBUTE_CATEGORY|ATTRIBUTE1|ATTRIBUTE2|ATTRIBUTE3|ATTRIBUTE4|ATTRIBUTE5|ATTRIBUTE6|ATTRIBUTE7|ATTRIBUTE8|ATTRIBUTE9|ATTRIBUTE10|ATTRIBUTE11|ATTRIBUTE12|ATTRIBUTE13|ATTRIBUTE14|ATTRIBUTE15|REQUEST_ID|PROGRAM_APPLICATION_ID|PROGRAM_ID|PROGRAM_UPDATE_DATE|OFFSET_VAT_CODE|VAT_REGISTRATION_NUM|AUTO_CALCULATE_INTEREST_FLAG|VALIDATION_NUMBER|EXCLUDE_FREIGHT_FROM_DISCOUNT|TAX_REPORTING_NAME|CHECK_DIGITS|BANK_NUMBER|ALLOW_AWT_FLAG|AWT_GROUP_ID|GLOBAL_ATTRIBUTE1|GLOBAL_ATTRIBUTE2|GLOBAL_ATTRIBUTE3|GLOBAL_ATTRIBUTE4|GLOBAL_ATTRIBUTE5|GLOBAL_ATTRIBUTE6|GLOBAL_ATTRIBUTE7|GLOBAL_ATTRIBUTE8|GLOBAL_ATTRIBUTE9|GLOBAL_ATTRIBUTE10|GLOBAL_ATTRIBUTE11|GLOBAL_ATTRIBUTE12|GLOBAL_ATTRIBUTE13|GLOBAL_ATTRIBUTE14|GLOBAL_ATTRIBUTE15|GLOBAL_ATTRIBUTE16|GLOBAL_ATTRIBUTE17|GLOBAL_ATTRIBUTE18|GLOBAL_ATTRIBUTE19|GLOBAL_ATTRIBUTE20|GLOBAL_ATTRIBUTE_CATEGORY|EDI_TRANSACTION_HANDLING|EDI_PAYMENT_METHOD|EDI_PAYMENT_FORMAT|EDI_REMITTANCE_METHOD|EDI_REMITTANCE_INSTRUCTION|BANK_CHARGE_BEARER|BANK_BRANCH_TYPE|MATCH_OPTION|FUTURE_DATED_PAYMENT_CCID|CREATE_DEBIT_MEMO_FLAG|OFFSET_TAX_FLAG|PARTY_ID|PARENT_PARTY_ID|NI_NUMBER|TCA_SYNC_NUM_1099|TCA_SYNC_VENDOR_NAME|TCA_SYNC_VAT_REG_NUM|INDIVIDUAL_1099|UNIQUE_TAX_REFERENCE_NUM|PARTNERSHIP_UTR|PARTNERSHIP_NAME|CIS_ENABLED_FLAG|FIRST_NAME|SECOND_NAME|LAST_NAME|SALUTATION|TRADING_NAME|WORK_REFERENCE|COMPANY_REGISTRATION_NUMBER|NATIONAL_INSURANCE_NUMBER|VERIFICATION_NUMBER|VERIFICATION_REQUEST_ID|MATCH_STATUS_FLAG|CIS_VERIFICATION_DATE|PAY_AWT_GROUP_ID|CIS_PARENT_VENDOR_ID|BUS_CLASS_LAST_CERTIFIED_DATE|BUS_CLASS_LAST_CERTIFIED_BY|DATA_TIME","199059","0","","企业资源计划","CD100 字典"
"80","HPB","ODATA_N_HPB.T_TBROKER","41","券商表","1","true","ACTIVE","自定义_数据重要性_重要","3","128889,128890,128891","DDL_FOUND","33","VC_BROKER_NO|VC_PARENT_BROKER_NO|VC_BROKER_NAME|VC_COUNTRY_NO|VC_BIC_CODE|C_FIX_ALLOCATION|VC_OMGEO_BROKER_TYPE|VC_OMGEO_BROKER_CODE|VC_OMGEO_BRMG|VC_TRADE_MEMBER|C_TYPE|C_PROFIT_AVAILABLE|VC_EXTERNAL_BROKER_NO|C_RIGHT_CONFIRM|C_ACCOUNTCHECK_TYPE|VC_SIGN_FUNDS|C_ENTRUSTS_COMBI|VC_REPORTCODE_TYPE|VC_CLIENT_ID|VC_TRADE_MEMBER_SQ|VC_TRADE_MEMBER_ZZ|VC_TRADE_MEMBER_DL|VC_PRICE_TYPE|VC_TRADE_MEMBER_NY|C_CONTRACT_EXTENT_FLAG|C_SPECIAL_QUOTA_MODE|L_SH_REPORT_NUMBER_DIGITS|L_SZ_REPORT_NUMBER_DIGITS|L_GZ_REPORT_NUMBER_DIGITS|VC_TIMESTAMP|L_VIRTUAL_KEY|C_RZRQ_IMPORT_TYPE|DATA_TIME","71206","0","","恒生PB主经纪商系统","CD100 字典"
"81","AO3","ODATA_N_AO3.T_TTRADERIVAL","56594","交易对手表；资管O32交易对手","2","true","ACTIVE","自定义_数据重要性_重要","11","63112,63230,63253,63255","DDL_FOUND","52","L_RIVAL_ID|VC_RIVAL_CODE|VC_NAME|VC_ALL_NAME|C_RIVAL_TYPE|C_OUTER_APPRAISE|C_INSIDE_APPRAISE|C_APPRAISE|VC_ADDRESS|VC_LINKMAN|VC_PHONE|VC_FAX|VC_SUMMARY|L_BANK_ID|C_BUY_SETTLEMENT|C_SALE_SETTLEMENT|VC_ENTRUST_RIGHT|VC_FUND_IDS|VC_CONTROL_RIGHT|VC_MARKET_TYPES|C_STATUS|EN_CAPITAL|EN_TOTAL_ASSET|EN_NET_ASSET|L_BANKHEAD_ID|VC_BANK_ACCOUNT|C_TRADE_CLASS|VC_SHCLEARING_ACCOUNT|C_CHINABOND_DVP|C_SHCLEARING_DVP|VC_PARTY_CODE|VC_BANK_NAME|VC_SHCLEARING_NAME|L_ISSUER_ID|VC_TIMESTAMP|VC_FIXED_ID|C_ORGMASTERORSLAVE|L_MASTERORG_RIVAL_ID|EN_ASSET_SCALE|L_ORG_ID|VC_HIS_NAME|C_MARKET_MAKER|L_UPPER_BANK_ID|VC_UPPER_BANK_NAME|C_RIVAL_PROPERTY|VC_SPV_CODE|VC_DIRECT_RIVAL_TYPE|VC_MEMBER_ID|VC_INVESTOR_ID|VC_INVESTOR_NAME|VC_INVESTOR_TYPE|DATA_TIME","60377","0","","资管O32投资交易系统","CD100 字典"
"82","CAP","ODATA_N_CAP.P_BIZ_ACC_EQ_CODE_COMPARED","38267","经纪商编码对照表","1","true","ACTIVE","","3","235456,235457,235459","DDL_FOUND","23","ID|ORG_NAME|ORG_TYPE|ORG_MARK|MOT_CODE|OTC_VALUATION|MANAGED_VALUATION|COMMAND_SYSTEM|DATA_SOURCE|CREATE_PERSON|CREATE_PERSONID|CREATE_TIME|UPDATE_PERSON|UPDATE_PERSONID|UPDATE_TIME|DELETED|EMAIL|REGISTRARS|VALUATION_OUTSOURCING_AGENCIES|REG_ADDRESS|TIME_FOR_SYN|ZBW_MEMBER_CODE|DATA_TIME","233663","0","","托管辅助平台","CD100 字典"
"83","AMS","ODATA_N_AMS.M_CUS_BANK_MANAGE","408","","0","true","ACTIVE","分级_2","0","","NO_DDL_FOUND","0","","","0","","资管运营系统","CD100 字典"
"84","AMS","ODATA_N_AMS.A_INVEST_TRADE_RIVAL_INFO","583","交易对手信息","1","true","ACTIVE","自定义_数据重要性_重要,分级_4","8","52871,53067,53117,63233,63254,63797","DDL_FOUND","18","ID|TRADE_RIVAL_CODE|TRADE_RIVAL_NAME|TRADE_RIVAL_TYPE|RIVAL_O32_CODE|TRADE_DS_PROD|RIVAL_CERT_TYPE|CREATER|CREATE_DATE|UPDATER|UPDATE_DATE|TRADE_RIVAL_DETAIL_TYPE|IF_O32_PROD|IF_ZDY|IF_FIRST|TRADE_LEVEL|FIRST_TYPE|DATA_TIME","61775","0","","资管运营系统","CD100 字典"
"85","PRD","ODATA_N_PRD.P_COMPANY","427250","机构列表","1","true","ACTIVE","自定义_数据重要性_重要","2","156291","DDL_FOUND","16","ID|COMCODE|COMTYPE|CHINAME|CHINAMEABBR|CHISPELLING|CREATEAT|CREATEBY|UPDATEBY|UPDATETIME|SOURCE|REG_CODE|REG_TIME|COUNTRY|COMACCESS|DATA_TIME","66121","0","","产品中心","CD100 字典"
"86","ALM","ODATA_N_ALM.G_RR_CO_BASE_INFO","107","交易对手代码表","1","true","ACTIVE","自定义_数据重要性_重要","6","91422,91423,91425,91428","DDL_FOUND","13","CO_ID|CORP_NAME|CORP_SHORT_NAME|CORP_ID|CREATE_BY|CREATE_TIME|UPDATE_BY|UPDATE_TIME|REMARK|DEL_FLAG|DATA_FLAG|SYNC_NO|DATA_TIME","90116","0","","自有资金管理系统","CD100 字典"
"87","CSO","ODATA_N_CSO.C_ODS_BS_OUT_DIST_ORG_INFO","3937","","0","true","ACTIVE","","2","","NO_DDL_FOUND","0","","","0","","结算交易运营系统","库目录说明"
"88","ECR","ODATA_N_ECR.S_V_CRM_ACCOUNT_INFO","104038","CRM客户基本信息；客户信息表；客户基本信息","3","true","ACTIVE","自定义_数据重要性_重要","25","35884,35894,35931,37233,63103,63152,63195,63610,63805,91418","DDL_FOUND","29","OU_NUM|ROW_ID|CUST_STAT_CD|NAME|SHORT_NAME|ACCNT_VAL_CD|REG_CAPITAL|OU_TYPE_CD|FINS_COMP_FLG|COMP_PROPERTY|LEGAL_REP|ACT_CONTROAL|FOUND_DATE|CREATOR_LAST_NAME|CREATOR_LOGIN|ACCNT_DIVISION|ACCNT_DIVISION_CODE|URL|LISTED_FLG|LISTING_DATE|ASSESSMENT_DATE|MARKET_VALUE|TTM|MAIN_BUSINESS|DATA_TIME|X_ACCNT_CLS|USCC|EUID|U_ID","60449","0","","企业级CRM","CD100 字典"
