"序号","data_src_cd","real_src_tbl","_col2","source_table_comment","source_comment_variant_count","metadata_match","metadata_status","metadata_classifications","t01_task_count","source_annotation_task_ids","schema_status","schema_field_count","schema_fields","schema_ddl_task_ids","schema_field_comment_count","schema_field_comments","source_system_name","source_system_name_basis"
"32","RCC","ODATA_N_RCC.P_CSDCBANKINFO","22","中登银行信息","1","true","ACTIVE","分级_3,自定义_数据重要性_重要","3","98090,98091,98093","DDL_FOUND","6","CSDC_BANK_NO|BANK_NO|BANK_NAME|ENABLE_STATUS|MODIFY_TIME|DATA_TIME","97385","0","","零售柜台新一代清算系统","CD100 字典"
"33","RMS","ODATA_N_RMS.N_CRM_CUSTOMER","10779","客户信息","1","true","ACTIVE","分级_4,自定义_数据重要性_核心","33","36618,37121,37240,61526,63710,63732,122971,150113","DDL_FOUND","136","OBJID|FUNDCODE|STOCKMARKETCODE|PINYIN|COMPANYNAME|OPERATION|DEPARTMENT|POSITION|PLURALITY|BIRTHDAY|SEX|BUSINESSPHONE|HOMEPHONE|FAX|MOBILE_1|MOBILE_2|EMAIL_1|EMAIL_2|SPECIALITYANDLIKE|RECORDANDBACKDROP|INVESTATTRIBUTE|INVESTPERIOD|RISKTREND|LIKESTOCKS|LIKEINDUSTRY|CHARGEDFUNDCODE|STOREPERCENTAGE|SHAREHOLDERORG|SENIORMANAGERS|ASSOCIATEDFUNDS|INVESTTEAM|PDTSENDMATUREDATE|CUSTOMERCODE|NAMEPY|COMPANYCODE|CUSTTYPE|CUSTNAME|CUSTNAME_EN|ACCOUNTNAME|CUSTADDRESS|CUSTZIPCODE|COUNTRY|LANGUAGE|PROVINCE|CITY|CUSTTOTALPHONE|CUSTSITE|ADSCRIPTTYPE|CUSTLEVEL|ONMARKET|NEEDBANKROLL|PROVIDEBANKROLL|CUSTSORT|INDUSTRYTYPE|FAMILIARINDUSTRY|OPERATIONSCHEDULELEVEL|REFUSECALLPOSTION|POSTIONORDER|EXPECTYEARYIELD|REGISTERCAPITAL|TOTALASSET|MASTERINCOMELASTYEAR|RETAINEDPROFITSLASTYEAR|COMPANYINTRODUCTION|SEATFUND|INPUTID|HANDCAPITALSCOPE|REMOVETAG|STOCKCODE|CREATETIMESTAMP|UPDATETIMESTAMP|VERSION|ENTITYNAME|SIMPLENAME|OPERASCHEDULEPERCENT|SECTION|TOTALASSETNETVALUE|PDTSENDDEADLINE|POSITIONREMARK|TITLE|PUBMAILCONTACT|CUSTMANAGER|PUBLICMAIL|NEWQUALITY|RATIO|STATUS|GOTOTIME|USERSTATUS|APPROVESTATUS|PROPOSER|PRIVATENAME|LEADER|IDCARD|OTHERCONTACTWAY|PROPOSERCONTACT|APPROVESTATUSCONTACT|CUSTMANAGERID|REGION|COMMISSIONRATE|RESEARCHDIVISION|AREA|BUSINESSLICENCE|NATIONALORGCODE|SOCIALCREDITCODE|SITE|OPSCOPE|REGNO|REGCAP|INDUSTRYPHY|REGCAPCUR_NAME|CREDIT_CODE|FRNAME|STRATEGIC_FLG|PROF_INVE_FLG|INDI_TYP_CD|INTEGRITY_FLG|CUST_STATUS_CD|BUSINESSDEPARTMENT|ADVISER_NAME|EXT_SYSTEM_NO|SINGLEINVEST|INVESTAMOUNT|ISPERSONCUST|REMARK|INVESTPREFER|ISMANUAL|RISKGRADE|ECIFCUSTOMERNO|PARENTID|SALESTOCKTAG|ECIFUID|REGISTERED_ADDRESS|DPID|CLIENTPROPERTY|APPROVALTIME|DATA_TIME","36797,60455","0","","研究业务管理平台","CD100 字典"
"34","QCA","ODATA_N_QCA.G_BO_ACT_PE_MD_SPM","5143","项目信息主表","1","true","ACTIVE","自定义_数据重要性_重要","2","76215,76302","DDL_FOUND","126","ID|ORGID|BINDID|CREATEDATE|CREATEUSER|UPDATEDATE|UPDATEUSER|PROCESSDEFID|ISEND|PMID|SIMPLENAME|BUSINESS|BUSINESSID|PERSONINCHARGE|PERSONINCHARGEID|PMNAME|SETUPTIME|CORPORATION|SHARESCODE|CERTNUM|REGCAPITAL|TRADETYPE|AREA|INSIDETRADETYPE|REGADDRESS|OFFICEADDRESS|MAINBUSINESS|STAGE|CHANNEL|YJSHDATE|INVESTMODE|ISVIE|PLATE|VALUATION|YINVESTAMOUN|PROJECTTYPE|YSHARES|CONTRACTAMOUNT|QQLJHKJE|TZZT|SHARES|POSTVALUATION|OUERHOLDPRI|OUERHOLDPRO|SUBWQUITY|VALUATIONMETHOD|CROSSDATE|POSTINCHARGEID|POSTINCHARGENAME|POSTDEPTID|POSTDEPTNAME|JSLXR|JSLXRDH|TSCNSX|MOME|GSBS|SFYSB|YJSBRQ|HXTZTK|GSDJRQ|GGRQ|JJR|LJFH|TZYE|IFALLOT|STATUS|IFALLOTJY|MEETINGDATE|LJBCK|TZYG|COMPARABLENAME|XMJS|YSGLCHY|CLR|RKR|CLRNAME|RKRNAME|ZRZXMXX|PARENTPMID|IFZZXM|QXBPMID|SSRQ|ERPXMD|BEFORENAME|TZXYQSRQ|TZLC|ZXBSGSZGB|ZXCGBL|PMZXGZ|DOCUMENT_TYPE|JNW_BINDID|JNW_PMID|WPRY|YJDD|YJ_IS_INFO|YJ_YXQ_0|YJ_YXQ_N|HGTK|HG_IS_INFO|HG_YXQ_0|HG_YXQ_N|HG_SBTIME|HG_SSTIME|HG_QTSX|ZB_RYZB|ZB_RZZB|ZB_YJSX|ZB_QT_ZBMC|X_QSQ|X_SW|X_RGQ|X_GMQ|X_GTCSQ|X_FXS|X_ZXGTK|X_LSQ|X_QTSX|IS_CF|IS_JKR|PMZXGZ_DATE|YDDDYY|DDYYBC|YDHGYY|HGYYBC|XRLWXTK|DATE_TIME","75808","0","","乾和综合管理平台","CD100 字典"
"35","MOT","ODATA_N_MOT.M_TPDT_TRUSTEEBANK","68","","0","true","ACTIVE","自定义_数据重要性_重要","0","","DDL_FOUND","24","L_BANKID|C_BANKACCO|F_INTEREST|C_CUSTODIANBANK|C_CONTACEOR|C_PHONE|C_EMAIL|C_BANKCODE|C_TRUSTEECREDITCODE|C_TRUSTEEDESC|C_BANKACCOEN|D_FOUNDDATE|C_APPROVEFOUNDNUM|C_ORGANZINETYPE|C_HOLDPERIOD|C_SCOPEBUSINESS|C_POSTCODE|C_TRUSTEENUMBER|C_REGADDRESS|C_ADDRESS|C_LAWMAN|F_REGCAPITAL|C_FAX|DATA_TIME","39671,61106","0","","MOT系统/资产托管运营管控系统","CD100 字典"
"36","AMS","ODATA_N_AMS.A_C12_CUSTOMER","2155","交易对手信息；客户信息表","2","true","ACTIVE","分级_3,自定义_数据重要性_重要","14","52927,52934,53294,53298,53366,63206,63237,63617,63661,63683,63700,204021","DDL_FOUND","32","ID_TYPE|ID_NO|CUST_NAME|CUST_TYPE|PROVINCE|CITY|CLASS_PBC1|CLASS_PBC2|CLASS_FISP|RELATE_TYPE1|PROD_CODE|FUND_ACCOUNT|TYPE_CHG_DT|OTHER_INF_CHG_DT|PROVINCE_CHG_DT|CREATE_DATE|CUST_NO|ZIP|AGENCY_NO|COMP_NAME|WIND_COMP_ID|RELATE_TYPE|ADDRESS|CERT_ADDRESS|C_TYPE_EN|ID_NO_NT|ID_TYPE_NEW|FISP_OPEN_DATE|CANCEL_DATE|IS_GFAM_TA|C_BIRTHDAY|DATA_TIME","52810,61776","0","","资管运营系统","CD100 字典"
"37","CIP","ODATA_N_CIP.T_V_CUSTOMERINFO","114594","投资者信息表；投资者平台投资者信息表","2","true","ACTIVE","自定义_数据重要性_重要","5","91800,91801,91832","NO_DDL_FOUND","0","","","0","","托管投资者服务平台","库目录说明"
"38","RMS","ODATA_N_RMS.N_EXPERT_INFO","15513","专家信息表","1","true","ACTIVE","自定义_数据重要性_重要,分级_4","5","98510,98511,98512,98934","DDL_FOUND","27","ID|NAME|SHOW_NAME|NATION|CERT_TYPE|CERT_ID|INTRODUCE_TYPE|INTRODUCER|INTRODUCER_PHONE|SHOW_INTRO|INTRO|COMPANY|IN_SERVICE|POST|GROUP_CODE|DOMAIN|BANK|BANK_ACCOUNT|PARENT_ID|APPROVE_STATUS|CREATE_TIME|UPDATE_TIME|REMOVE_TAG|REMARK|TELECONFERENCE_ID|OFFLINE_EXPERT_ID|DATA_TIME","71363","0","","研究业务管理平台","CD100 字典"
"39","RCC","ODATA_N_RCC.A_CLIENT","25362624","一柜通客户信息表；客户基本信息","2","true","ACTIVE","分级_3,自定义_数据重要性_核心,分类_按重要数据目录分类_重要数据_个人信息类_个人基本信息_客户信息","218","35609,35656,35657,35882,35930,39153,61601,63150,63238,63611,63653,63846,182797,228556","DDL_FOUND","27","CLIENT_ID|BRANCH_NO|DEV_BRANCH_NO|CLIENT_CARD|CLIENT_NAME|FULL_NAME|CORP_CLIENT_GROUP|CORP_RISK_LEVEL|ASSET_LEVEL|CLIENT_GENDER|NATIONALITY|ORGAN_FLAG|ID_KIND|ID_NO|ID_BEGINDATE|ID_ENDDATE|OPEN_DATE|CANCEL_DATE|CONFIRM_DATE|CLIENT_STATUS|POSITION_STR|CORP_BEGIN_DATE|CORP_END_DATE|AML_RISK_LEVEL|DATA_TIME|CORP_RISK_TYPE|CORP_RISK_COMFIRM","35091,60471","0","","零售柜台新一代清算系统","CD100 字典"
"40","GBE","ODATA_N_GBE.O_B2E_LHH","168519","银行；银行表","2","true","ACTIVE","自定义_数据重要性_重要","2","123796,123798","NO_DDL_FOUND","0","","","0","","银行联行号来源（系统正式中文名待核实）","本表内容及任务 123799；非正式系统名"
"41","RMS","ODATA_N_RMS.N_CRM_CONTACT","106985","联系人","1","true","ACTIVE","自定义_数据重要性_重要,分级_4","9","94978,94979,95049,95051,95053","DDL_FOUND","93","OBJID|LANGUAGE|PROVINCE|CITY|ZIPCODE|BIRTHDAY|SEX|BUSINESSPHONE|HOMEPHONE|FAX|MOBILE_1|MOBILE_2|EMAIL_1|EMAIL_2|SPECIALITYANDLIKE|RECODEANDBACKDROP|INVESTATTRIBUTE|INVESTPERIOD|RISKTREND|REMARK|CUSTOMERID|REMOVETAG|CHARGEDFUNDCODE|INPUTID|SOURCEID|DEADLINE|PORTFOLIO|SNAME|STYPE|MKTCODE|PERSONCUSTCONTACTFLAG|PICTURESIZE|PICTUREFILENAME|PDTSENDSWITCH|MSN|BLOG|HASDIMISSION|POSITIONREMARK|SOCIALPORTFOLIO|TITLE|POS_BEGINDATE|VIPCONT|COMPANYNAME|POSTTEXT|DEPARTMENTTEXT|MANAGERID|CONTACTTYPE|QQ|SCODE|POSITIONTEXT|OPERATION|DEPARTMENT|POSITION|PLURALITY|ADDRESS|WEIBO|ENTRYTIME|PINYIN|NAME|NAME_EN|COUNTRY|CREATETIMESTAMP|UPDATETIMESTAMP|VERSION|ENTITYNAME|MAILSENDFLAG|STATUS|COMPANYNAMEWEIXIN|POSITIONNAMES|DEPARTMENTNAMES|COMMONEMAIL|OTHERPOSITIONNAMES|MSGENDDATE|MSGSUBSCRIBE|MAILSEND|ISNEEDEMAIL|ISNEEDMSG|PROPOSER|GOTOTIME|ISBUSINESS|APPROVESTATUS|OBJKEY|AREA|WEIXINACCOUNTID|WEIXINACCOUNTNAME|BUSINESSPHONEHEAD|MOBILE_1_HEAD|MOBILE_2_HEAD|ORGID|OAID|SYNCOA|DATA_TIME|DEPTTYPE","68968","0","","研究业务管理平台","CD100 字典"
"42","CSS","ODATA_N_CSS.E_SRC_DBF_QTYMTZL","22032521","中登接口全体一码通资料","1","true","ACTIVE","自定义_数据重要性_核心","10","129150,129155,129156,129157,129158,136768","NO_DDL_FOUND","0","","","0","","综合结算业务支撑系统","CD100 字典"
"43","TMC","ODATA_N_TMC.M_COOP_CUST_INFO","46865","","0","true","ACTIVE","自定义_数据重要性_重要","0","","NO_DDL_FOUND","0","","","0","","托管管理人综合信息系统","CD100 字典"
"44","ALM","ODATA_N_ALM.G_RR_COUNTERPARTY_COLL_MAPPING","41445","交易对手汇总表口径映射表","1","true","ACTIVE","自定义_数据重要性_重要","5","91419,91420,91421,91430","DDL_FOUND","15","CP_COLL_ID|TYPE_COLLECT|BUSI_TYPE|ACCOUNT_NAME|ORG_NAME|CUSTOMER_CLASS|CREATE_BY|CREATE_TIME|UPDATE_BY|UPDATE_TIME|REMARK|DEL_FLAG|DATA_FLAG|SYNC_NO|DATA_TIME","90169","0","","自有资金管理系统","CD100 字典"
"45","XIR","ODATA_N_XIR.T_TTRD_OTC_COUNTERPARTY","112943","交易对手表","1","true","ACTIVE","自定义_数据重要性_核心,分级_4","77","76982,76986,76989,77072,77076,77079,77082,81565,81569,83633,110356,110357,110358,110359,110362,110363,110364,110365,110366,110367,136769","DDL_FOUND","90","PARTYID|T_CODE|PARTYCODE|PARTYNAME|ISAGENT|BANKCODE|PAYSYSCODE|BELONGTOAREA|CLIENTKIND|CREDITLEVEL|ZZDACCNAME|ZZDACCCODE|CLIENTMGR|XSHE_SEATNO|XSHG_SEATNO|BANKACCINFO|LINKMANINFO|XSHG_FI_CODE|XSHG_FI_NAME|RELATEDPARTY|PARTYNAME_SHORT|ISSUER_FLAG|PARENTORGANPARTYID|QSSACCCODE|QSSACCNAME|PARTY_STATUS|ISG1COLLECTIONMEMBER|PARTYSOURCE|ZZDACCCLASS|QSSACCCLASS|ORGANPARTYID|SGEX_CODE|LEGALPERSON|EXPDATE|TELEPHONE|PLEGERRIGHT|REMARK1|REMARK2|REMARK3|REMARK4|REMARK5|REMARK6|REMARK7|REMARK8|REMARK9|REMARK10|IS_PLEDGEBOND|IS_OUTRIGHT|SPECIAL_POINT|COUNTERPARTY_REQUIRE|WIND_PARTY_NAME|IS_COMMON|CREDITCODE|ACTUALCONTROLPARTYID|PARTYID_EXT|MARKETMAKER_TYPE|ISSUER|REQUESTQUOTESELECTED|ORGCODE|XSHG_FI_TRADES|INNER_GRADE|CUSTOM_INDUSTRY|IS_MONEY_BLACK|IS_MONEY_LEVEL|INVESTORTYPE|MINIMUM_AMOUNT|PARENTISSUEPARTYID|PAPERSTYPE|PAPERSCODE|PAPERSDATE|ISLEGALPERSON|LEGALPERSONTYPE|PARTYNAME_ALIAS|ISPROFESSION|NON_FIN_INS_CODE|REGISTERED_CAPITAL|IDENTITYTYPE|FDRSZ_TRADER_CODE|FDRSZ_TRADER_SHORTNAME|FDRSZ_TRADESALE_CODE|FDRSZ_TRADESALE_SHORTNAME|FDRSZ_TRADEBODY_CODE|FDRSZ_TRADEBODY_SHORTNAME|RAISEWAY|COUNTERPARTY_TYPE|UPDATETIME|SOURCE_ID|ISSUE_CODE_ORG|COUNTERPARTYAREA|DATA_TIME","72072","0","","衡泰交易管理系统","CD100 字典"
"46","TMC","ODATA_N_TMC.G_T_AMAC_ACCOUNT_0001","44200","全市场协会机构信息表","1","true","ACTIVE","自定义_数据重要性_重要","6","69558,69560,69562,99693,99942,99963","DDL_FOUND","54","ID|CREATED_AT|UPDATED_AT|NAME|ENGLISH_NAME|REGISTER_NO|ORGANIZATION_CODE|CREDITCODE|LEGAL_PERSON|RECORD_DATE|BUILD_DATE|REGISTER_PROVINCE|REGISTER_CITY|REGISTER_ADRESS|OFFICE_PROVINCE|OFFICE_CITY|OFFICE_ADRESS|REGISTER_MONEY|ACT_MONEY|ACT_RATIO|ACCOUNT_PROPERTY|ORGTYPE|BUSINESS_TYPE|FULL_EMP_NUM|FUND_EMP_NUM|WEBSITE|ADVISE_ORG|VIP|VIP_TYPE|VIP_PERSON|VIP_DATE|VIP_NO|ACTUAL_CONTROLLER|REMOVE_FLAG|OFFICE_COORDINATE|REG_COORDINATE|SUB_COMP_TYPE|PARENT_ACCOUNTNAME|XN_CODE|SYNTIMESTAMP|PRIVATE_EQUITY_CLASSIFY|LOGOFF|LOGOFF_TYPE|LOGOFF_TIME|FUND_SCALE_TYPE|LAST_UPDATE_DATE|REMIND_INFOMATION|FUND_SCALE|FUND_COUNT|CREDITCODE_H|HAS_WARNING|HAS_GOODFAITH|LEAGE_NAME|DATA_TIME","71758","0","","托管管理人综合信息系统","CD100 字典"
"47","RCC","ODATA_N_RCC.P_PRODARG","174","TA信息","1","true","ACTIVE","自定义_数据重要性_重要,分级_3","8","35066,38365,63169,63633","DDL_FOUND","13","PRODTA_NO|TA_NAME|TA_SHORTNAME|TA_STATUS|AGENCY_NO|TA_CTRLSTR|INIT_DATE|PROD_TYPE|FBACK_DATE|BBACK_DATE|AGENCY_NAME|EN_COMPANY_NO|DATA_TIME","60419","0","","零售柜台新一代清算系统","CD100 字典"
"48","GPB","ODATA_N_GPB.U_BROKERLIST","14","券商清单","1","true","ACTIVE","自定义_数据重要性_重要","2","128885,128887","NO_DDL_FOUND","0","","","0","","广发投易通系统（极速版）","CD100 字典"
"49","PER","ODATA_N_PER.P_EQUITY_REPORT_RECORD_ENTITY","16","主体","1","true","ACTIVE","","2","221558,221559","NO_DDL_FOUND","0","","","0","","自营权益研究系统","来源标识匹配的数据源目录记录"
"50","OPF","ODATA_N_OPF.A_CLIENT","5470023","客户信息","1","true","ACTIVE","","5","246689,246692,246694,246696,246698","DDL_FOUND","28","BUSI_DATE|CLIENT_ID|BRANCH_NO|DEV_BRANCH_NO|CLIENT_CARD|CLIENT_NAME|FULL_NAME|CORP_CLIENT_GROUP|CORP_RISK_LEVEL|ASSET_LEVEL|CLIENT_GENDER|NATIONALITY|ORGAN_FLAG|ID_KIND|ID_NO|ID_BEGINDATE|ID_ENDDATE|OPEN_DATE|CANCEL_DATE|CONFIRM_DATE|CLIENT_STATUS|POSITION_STR|AML_RISK_LEVEL|CORP_BEGIN_DATE|CORP_END_DATE|CORP_RISK_TYPE|CORP_RISK_COMFIRM|DATA_TIME","244376","0","","期权仿真交易系统","库目录说明"
"51","ACV","ODATA_N_ACV.H_TQS","273","券商","1","true","ACTIVE","自定义_数据重要性_核心","6","136327,136330,136331","NO_DDL_FOUND","0","","","0","","托管外包估值系统","CD100 字典"
"52","IFC","ODATA_N_IFC.G_CLIENT","2439","直销客户基本信息","1","true","ACTIVE","分级_4,自定义_数据重要性_重要","4","63079,63146,63236,63748","NO_DDL_FOUND","0","","","0","","互联网金融柜台系统","CD100 字典"
"53","OIS","ODATA_N_OIS.O_OTC_DERIVATIVE_COUNTERPARTY","8229","直销客户基本信息；衍生品交易对手维护表","2","true","ACTIVE","自定义_数据重要性_核心,分级_4","34","35067,37232,37235,37242,37251,37302,37332,43960,63071,63147,63168,63199,63698,63712,63734,63814,134323,147454","NO_DDL_FOUND","0","","","0","","OTC综合业务平台","CD100 字典"
"54","ERP","ODATA_N_ERP.F_T_HR_USER_BASEINFO","307978","","0","true","ACTIVE","自定义_数据重要性_重要","0","","NO_DDL_FOUND","0","","","0","","企业资源计划","CD100 字典"
"55","SMP","ODATA_N_SMP.W_USERINFOS","474","客户信息","1","false","","","6","113232","NO_DDL_FOUND","0","","","0","","社交媒体平台服务系统","CD100 字典"
"56","CMI","ODATA_N_CMI.G_G_MANAGER_BASIC_INFO","4357","管理人基础信息表","1","true","ACTIVE","","4","193744,193746,193747,193748","NO_DDL_FOUND","0","","","0","","托管管理人综合信息平台","CD100 字典"
"57","SMS","ODATA_N_SMS.Q_DC_LENDER_NAME","1130","转融通出借方表","1","true","ACTIVE","自定义_数据重要性_重要","7","92717,92719,92720,92721,98089,104170","DDL_FOUND","11","ID|LENDER_NAME|LENDER_NO|DEV_BRANCH_NAME|DEVELOP_REL|REMARK|LENDER_TYPE|BRANCH_NO|DATA_TIME|DEVELOP_REL_OA|CRDT_ID","91053","0","","券管家","CD100 字典"
"58","XPB","ODATA_N_XPB.P_COMPANY_COMPANY","165","机构表","1","true","ACTIVE","自定义_数据重要性_重要","6","36619,36625,63101,63743","DDL_FOUND","21","ID|COMPANYNAME|COMPANYTYPE|CONTACTPERSON|MOBILE|EMAIL|ADDRESS|REMARKS|CREATETIME|UPDATETIME|CREATE_USER_ID|SHORTNAME|COMPANY_PERMISSION|TELEPHONE|CERTIFICATE_TYPE|CERTIFICATE_NUM|IS_FROZEN|FROZEN_DATE|ALGOPERMTEMPID|ALGOPERMTEMPNAME|DATA_TIME","149718,155267","0","","迅投PB主经纪商系统","CD100 字典"
"59","CVS","ODATA_N_CVS.A_T_FP_TGRJBXX","74","托管人基本信息","1","true","ACTIVE","自定义_数据重要性_重要","4","50203,63141,63722,63776","DDL_FOUND","56","FID|JGBH|QMRQ|GSDM|GSMC|GSJC|GSYWMC|JGLX|YWFW|SYYHLX|ZZXS|GSXZ|SFYGZBJDGD|SFGZKG|SFWZKG|CLRQ|FDDBR|FDDBRGJ|FDDBRZJLX|FDDBRZJHM|DJJG|ZCZB|SJZB|BZDM|JYFW|ZCDZ|ZCDSZGJHDQ|ZCDSZS|ZCDSZSH|ZCDZYB|ZCDSSXQ|BGDZ|BGDSZGJHDQ|BGDSZS|BGDSZSH|BGDZYB|BGDSSXQ|LXDH|GSWZ|DZXXDZ|CZHM|YGRS|QDJJCYZGRS|LXRXM|LXRDHHM|LXRYDDHHM|LXRDZYX|BZ|FIMP_DATE|FIMP_FILE|FIMP_FILE_NAME|FREAD_FLAG|FDELETED|FCLEAR_DATE|FFILE_DATE|DATA_TIME","61313","0","","托管系统5.0","CD100 字典"
"60","MIO","ODATA_N_MIO.H_JT_POTENTIAL","857623","客户旅程_潜客","1","true","ACTIVE","","1","175395","DDL_FOUND","5","MOBILE_NO|LABELS|CREATED_AT|UPDATED_AT|DATA_TIME","174267","0","","手机数字化智能运营中台","CD100 字典"
"61","TIT","ODATA_N_TIT.D_REF_COUNTERPARTY","1680","交易对手；系统静态数据-交易对手数据表","2","true","ACTIVE","","9","77078,104299,105379,114401,219164","DDL_FOUND","16","ID|DEPARTMENT|CTPTY_TYPE|LONG_NAME|SHORT_NAME|CTPTY_LEGAL_ENTITY|NAME_ABBREVIATION|UNIFIEDSOCIAL_CODE|IS_DELETED|IS_INNER|GROUP_FLAG|CREATED_DATETIME|CREATED_BY|UPDATED_DATETIME|UPDATED_BY|DATA_TIME","213687","0","","场外衍生品投资管理系统","CD100 字典"
"62","RCC","ODATA_N_RCC.A_SRPFUNDER","147","股票质押融出方信息表","1","true","ACTIVE","自定义_数据重要性_核心,分级_3","26","72470,72472,72712,72715,72716","DDL_FOUND","36","COMPANY_NO|FUNDER_NO|FUNDER_NAME|PLEDGEE_TYPE|PLEDGEE_NAME|FUNDER_TYPE|STOCK_ACCOUNT|SEAT_NO|FUNDER_RATIO|TOTAL_QUOTA|USED_QUOTA|STATUS|SETUP_DATE|FUNDER_RATE|SZDC_STOCK_ACCOUNT|SZDC_SEAT_NO|COUNTER_CLEAR_FLAG|FUND_ACCOUNT|MOBILE_TEL|ZIPCODE|ADDRESS|REGISTER_ADDRESS|INSTREPR_ID_NO|INSTREPR_NAME|OPEN_DATE|EXPIRE_DATE|INSTREPR_ID_KIND|FUNDER_ID_KIND|FUNDER_ID_NO|PHONECODE|FUNDER_CAPITAL_RATIO|FUNDER_STOCK_CONC_RATIO|FUNDER_CLIENT_CONC_RATIO|INVESTOR_NAME|DATA_TIME|BUSI_DATE","70887","0","","零售柜台新一代清算系统","CD100 字典"
"63","TA5","ODATA_N_TA5.D_TA_TFUNDTRUSTEE","51","托管行信息表","1","true","ACTIVE","自定义_数据重要性_核心","4","95770,95771","DDL_FOUND","12","C_FORMAT|C_IVERSION|C_MULTIMANAGER|C_NOREXPNOLIQDATA|C_T5ISMULTIMGR|C_TACODE|C_TENANTID|C_TRUSTEECODE|C_TRUSTEENAME|C_TRUSTMAIL|L_ROWID|DATA_TIME","93615","0","","资产管理TA5","CD100 字典"
"64","ALM","ODATA_N_ALM.G_HK_COUNTERPARTY_DATA","100","香港公司交易对手信息表","1","true","ACTIVE","自定义_数据重要性_重要","6","181035,181036,181037,181038,211681,211682","DDL_FOUND","15","COUNTERPARTY_ID|COUNTERPARTY_FULL_NAME|COUNTERPARTY_SHOR_NAME_CN|COUNTERPARTY_SHOR_NAME_EN|BANK_LEVEL|OWNERSHIP_TYPE|REMARK|CREATE_BY|CREATE_TIME|UPDATE_BY|UPDATE_TIME|DEL_FLAG|DATA_FLAG|SYSN_NO|DATA_TIME","176387","0","","自有资金管理系统","CD100 字典"
"65","AMS","ODATA_N_AMS.M_CUS_TUOGUAN_INFO_NEW","222","","0","true","ACTIVE","","2","","NO_DDL_FOUND","0","","","0","","资管运营系统","CD100 字典"
"66","SSM","ODATA_N_SSM.S_SEAT_BANK","43","席位托管银行","1","true","ACTIVE","自定义_数据重要性_重要","2","159710,159711","NO_DDL_FOUND","0","","","0","","席位管理系统","库目录说明"
"67","TA5","ODATA_N_TA5.D_TA_TCUSTOMERINFO","5538447","账户资料表","1","true","ACTIVE","自定义_数据重要性_核心","52","35068,39790,40465,40468,40472,40475,49330,63068,63165,63184,63260,63753,63789,63792,63825","DDL_FOUND","74","C_TENANTID|C_TACODE|C_FUNDACCO|D_IDNOVALIDDATE|D_LASTMODIFY|C_ZIPCODE|C_ADDRESS|C_PHONE|C_FAXNO|C_MOBILENO|C_EMAIL|C_SEX|C_BIRTHDAY|C_VOCATION|C_EDUCATION|C_ANNUALEARNINGS|C_CORPNAME|C_CORPTEL|C_CONTACT|C_CONTYPE|C_CONTNO|C_CONTIDCARD18LEN|C_BILLSENDFLAG|C_CALLCENTER|C_INTERNET|C_BILLSENDPASS|C_NATIONALITY|C_LAWNAME|C_LAWIDTYPE|C_LAWIDNO|C_BROKER|C_RECOMMENDER|C_RECOMMENDERTYPE|C_CITYNO|C_ACTCODE|C_BACKREASON|C_HOMETELNO|C_MINORFLAG|C_TRANSACTTYPE|D_CONTIDNOVALIDDATE|D_LAWIDNOVALIDDATE|C_RISKLEVEL|C_MANAGERANGE|C_CONTROLHOLDER|C_ACTUALCONTROLLER|C_MARITAL|L_FAMILYNUM|F_PENATES|C_MEDIAHOBBY|C_INSTITUTIONTYPE|C_ENGLISHFIRSTNAME|C_ENGLISHFAMILYNAME|C_INDUSTRY|C_COMPANYCHAR|F_EMPLOYEENUM|C_HOBBYTYPE|C_PROVINCE|C_CITY|C_COUNTY|C_SPECIALCODE|C_LIQBATCHNO|D_BAKDATE|C_INSTREPRIDTYPE|C_INSTREPRIDCODE|C_SHACCO|C_SZACCO|C_ACCOUNTCARDID|DATA_TIME|C_INVESTORPROCODE|C_AUXCERTTYPE|C_AUXCERTCODE|D_AUXCERTVALIDDATE|D_X1IDNOVALIDDATE|MODIFY_TIMESTAMP","35558,60464","0","","资产管理TA5","CD100 字典"
"68","CSS","ODATA_N_CSS.E_TSM_UNIT","228","使用单位管理","1","true","ACTIVE","自定义_数据重要性_重要","3","79796,79799,79800","DDL_FOUND","15","ID|NAME|FLAG|CGYH|CONTACT1|CONTACT2|QUERY_TYPE|REMARK|CREDENTIALS_TYPE|CREDENTIALS_NO|UNIT_TYPE|ECIF_CUSTOMER_NO|UNIT_CLASS|DATA_TIME|BUSI_DATE","70916","0","","综合结算业务支撑系统","CD100 字典"
"69","ECR","ODATA_N_ECR.S_CX_CONTACT","325906","联系人主表","1","true","ACTIVE","自定义_数据重要性_重要","5","114846,114850,114851,122368","NO_DDL_FOUND","0","","","0","","企业级CRM","CD100 字典"
