taskId,taskCategory,taskName,coverageStatus,failureReasonCode,factsState,hasPack,hasQuerySql,targetKind,subReason,recommendedAction
237762,hive2starrocks,"推数日志表-237582",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
237780,hive2starrocks,"推数日志表-237564",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
237806,MISSING_PACK,"",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
237807,sparkIndex,"半年度重点督导名单  AUM 资产包评价管理实施方案",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
237808,MISSING_PACK,"",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
237893,hive2oracle,"SIEBEL.ECRM_XJ_OTC_SYNERGY_DATA",SCHEDULE_ONLY,,STALE,true,true,structured,NEED_MACHINE_FACTS,machine-facts
237978,sparkIndex,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
239327,sparkIndex,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
239363,sparkIndex,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
239528,hiveTask,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
239731,hive2postgre,"SIEBEL.ECRM_XJ_OTC_SYNERGY_DATA_TD",SCHEDULE_ONLY,,STALE,true,true,structured,NEED_MACHINE_FACTS,machine-facts
239991,sparkIndex,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
241462,hive2starrocks,"features.client_label_latest.tag_indv_cust_old_notpi_cust",SCHEDULE_ONLY,,STALE,true,true,bare_string,NEED_FACTS_AND_TARGET_SCHEMA,machine-facts + supplement RDBMS/StarRocks target schema
241466,hiveTask-2.0,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
242309,MISSING_PACK,"",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
242634,hive2starrocks,"推数日志表-242633",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
242957,hive2starrocks,"推数日志表-242955",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
243023,hive2starrocks,"243021",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
243024,hive2starrocks,"h2sr_liq_clearing_trans_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
243166,MISSING_PACK,"",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
243229,sparkIndex,"dm_otc_test.index_grp1_OtcDeri_CutpEnty_BusiType_Trd_Cnt_Lytd_Tdy",SCHEDULE_ONLY,,STALE,true,true,structured,NEED_MACHINE_FACTS,machine-facts
243796,hive2starrocks,"h2sr_d_pos_eod_calc_metrics_p_h13",SCHEDULE_ONLY,,STALE,true,true,bare_string,NEED_FACTS_AND_TARGET_SCHEMA,machine-facts + supplement RDBMS/StarRocks target schema
243843,hive2starrocks,"推数日志表-243841",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
243845,hive2starrocks,"推数日志表-243844",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244172,hive2starrocks,"推数日志表-244171",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244207,hive2starrocks,"推数日志表-244205",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244345,hiveTask,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
244366,hive2starrocks,"推数日志表-243796",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244367,hive2starrocks,"SR直推-134557",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244373,hive2starrocks,"推数日志表-243833",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244386,hive2starrocks,"推数日志表-244016",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244388,hive2starrocks,"推数日志表-244102",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244390,hive2starrocks,"推数日志表-244112",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244394,hive2starrocks,"推数日志表-244138",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244398,hive2starrocks,"SR直推-175112",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244406,hive2starrocks,"SR直推-172367",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244409,hive2starrocks,"SR直推-134167",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244412,hive2starrocks,"SR直推-134533",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244416,hive2starrocks,"SR直推-134530",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244418,hive2starrocks,"SR推数-172257",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244420,hive2starrocks,"SR直推-134157",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244430,hive2starrocks,"SR推数-174026    无主键，KEY_MRG_ACCT_ID",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244438,hive2starrocks,"SR直推-134148",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244446,hive2starrocks,"SR直推-134549",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244454,hive2starrocks,"SR直推-183294",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244497,hiveTask-2.0,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
244555,hive2starrocks,"h2sr_prd_product_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244560,hive2starrocks,"h2sr_ref_counter_party_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,bare_string,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244561,hive2starrocks,"h2sr_ref_option_deal_barrier_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,bare_string,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244562,hive2starrocks,"h2sr_ref_option_deal_cr_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,bare_string,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244563,hive2starrocks,"h2sr_ref_sbl_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244564,hive2starrocks,"h2sr_ref_sbl_leg_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244565,hive2starrocks,"h2sr_ref_book_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244567,hive2starrocks,"h2sr_bk_book_mapping_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244568,hive2starrocks,"h2sr_ref_main_contract_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244569,hive2starrocks,"h2sr_ref_op_deal_float_back_fee_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244671,hive2starrocks,"SR推数-172288",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244677,hive2starrocks,"SR推数-172371",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244682,hive2starrocks,"SR直推-183259",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244694,hive2starrocks,"SR直推-174022",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244700,hive2starrocks,"SR直推-134561",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244702,hive2starrocks,"SR直推-134540",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244721,hive2starrocks,"推数日志表-244410",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244726,hive2starrocks,"h2sr_margin_acct_bundle_mapping_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244727,hive2starrocks,"h2sr_margin_acct_current_balance_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244729,hive2starrocks,"h2sr_margin_account_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244730,hive2starrocks,"h2sr_pos_trs_leg_current_pos_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244774,hive2starrocks,"SR推数-134545",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244777,hive2starrocks,"h2sr_trd_otc_trade_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244783,hive2starrocks,"推数日志表-244781",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244786,hive2starrocks,"SR推数-174032",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244789,hive2starrocks,"h2sr_margin_account_ledger_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244810,hive2starrocks,"推数日志表-244793",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244816,hive2starrocks,"推数日志表-244813",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244821,hive2starrocks,"h2sr_otc_prd_product_asset_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244822,hive2starrocks,"h2sr_capital_acct_current_balance_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244824,hive2starrocks,"h2sr_ref_option_deal_barrier_line_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244825,hive2starrocks,"h2sr_trd_option_event_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
244853,hive2starrocks,"176941",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244864,hive2starrocks,"推数日志表-244858",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244969,hive2starrocks,"推数日志表-244968",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
244975,hive2starrocks,"推数日志表-244974",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245001,hive2starrocks,"推数日志表-244995",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245004,hive2starrocks,"推数日志表-245003",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245024,hive2starrocks,"推数日志表-245023",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245041,hive2starrocks,"推数日志表-245038",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245046,hive2starrocks,"推数日志表-245045",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245059,hive2starrocks,"推数日志表-245058",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245071,hive2starrocks,"推数日志表-245069",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245093,hive2starrocks,"推数日志表-245092",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245209,hive2starrocks,"推数日志表-245208",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245224,hive2starrocks,"推数日志表-245223",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245237,hive2starrocks,"推数日志表-245236",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245318,hive2starrocks,"推数日志表-245310",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245319,hive2starrocks,"推数日志表-245315",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245320,hive2starrocks,"SR(HK)推数-134538",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245322,hive2starrocks,"h2sr_trd_option_deal_settlement_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245475,hive2starrocks,"h2sr_ref_option_deal_quote_reset",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,bare_string,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245488,hive2starrocks,"h2sr_ref_option_quote_reset_p",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,bare_string,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245501,hive2starrocks,"172318",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245524,hive2starrocks,"推数日志表-245521",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245598,hive2starrocks,"245529",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245599,hive2starrocks,"h2sr_liq_clearing_trans_h13_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245666,hive2starrocks,"推数日志表-245664",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245761,hive2starrocks,"SR(HK)推数-245702",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245766,hive2starrocks,"SR推数-166021",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245768,hive2starrocks,"推数日志表-245767",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245769,hive2starrocks,"h2sr_pos_bucket_vega_metrics_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245770,hive2starrocks,"h2sr_ref_option_vanillaoption_h13_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245773,hive2starrocks,"SR直推-134549",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245774,hive2starrocks,"h2sr_d_ref_counter_party_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245781,hive2starrocks,"SR推数-160530",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245782,hive2starrocks,"h2sr_d_ref_future_properties_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245785,hive2starrocks,"SR推数-134143",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245787,hive2starrocks,"h2sr_d_ref_op_deal_autocall_kidate_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245821,hive2starrocks,"SR推数-245817",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245822,hive2starrocks,"h2sr_f_ref_op_deal_lizard_obsdate_p_h1300_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245837,hive2starrocks,"推数日志表-245832",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245838,hive2starrocks,"SR推数-134148",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245840,hive2starrocks,"h2sr_d_ref_option_deal_barrier_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245843,MISSING_PACK,"",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
245848,hive2starrocks,"推数日志表-245847",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245852,hive2starrocks,"SR推数-134157",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245855,hive2starrocks,"h2sr_d_ref_option_deal_cr_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245890,hive2starrocks,"推数日志表-245886",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245895,hive2starrocks,"SR推数-134477",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245900,hive2starrocks,"h2sr_d_ref_option_deal_pr_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245909,hive2starrocks,"推数日志表-245906",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245912,hive2starrocks,"SR直推-160522",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245914,hive2starrocks,"h2sr_ref_ins_option_info_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245939,hive2starrocks,"推数日志表-245938",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245942,hive2starrocks,"SR推数-134146",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245944,hive2starrocks,"h2sr_d_ref_op_deal_autocall_kodate_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
245945,hive2starrocks,"SR(HK)推数-245941",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
245946,hive2starrocks,"h2sr.trd_deal_h13_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
246090,sparkIndex,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
246164,hive2starrocks,"推数日志表-246163",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
246165,hive2starrocks,"SR推数-166644",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
246166,hive2starrocks,"h2sr_d_otchk_fx_forward_comp_info_log",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,structured,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
246174,hive2starrocks,"172276",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
246224,hive2starrocks,"h2sr_ref_listed_option_props",COLLECTION_FAILED,FACTS_UNAVAILABLE,STALE,true,false,bare_string,PACK_NO_SQL_NEED_FACTS_OR_SCHEDULE_ONLY,collect query SQL from szdata OR accept schedule-only
246250,sparkIndex,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
246308,hive2starrocks,"176930",SCHEDULE_ONLY,,STALE,true,true,none,NEED_MACHINE_FACTS,machine-facts
246559,sparkIndex,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
247276,hive2postgre,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
247372,hive2starrocks,"",SCHEDULE_ONLY,,STALE,false,false,none,MISSING_PACK,collect-input-pack-from-cache
