consumerTaskId,taskCategory,table,readOccurrenceId,identityStatus,partitionPredicateStatus,evidencePath,projectionPath
"167299","sparkIndex","pdata_n.t98_brok_imp_cust_list","task:167299:statement:0:relation:root.casttable.setop.b1.t.setop.b0.setop.b0.setop.b0.setop.b0.qywx_weekly_report_com.c.read.t98_brok_imp_cust_list","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\167299\versions\98fe084c296d3dea02beeeac32fd9b1b6553ce4202ad7d1f43fd7f1644e1a000.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\167299\versions\98fe084c296d3dea02beeeac32fd9b1b6553ce4202ad7d1f43fd7f1644e1a000.json"
"167299","sparkIndex","pdata_n.t98_brok_imp_cust_list","task:167299:statement:0:relation:root.casttable.setop.b1.t.setop.b0.setop.b0.setop.b0.setop.b1.qywx_weekly_report_dept.t1.c.read.t98_brok_imp_cust_list","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\167299\versions\98fe084c296d3dea02beeeac32fd9b1b6553ce4202ad7d1f43fd7f1644e1a000.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\167299\versions\98fe084c296d3dea02beeeac32fd9b1b6553ce4202ad7d1f43fd7f1644e1a000.json"
"167299","sparkIndex","pdata_n.t05_wecom_kyc_auth_evt","task:167299:statement:0:relation:root.casttable.setop.b1.t.setop.b0.setop.b0.setop.b1.qywx_weekly_report_org.a.t4.read.a","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\167299\versions\98fe084c296d3dea02beeeac32fd9b1b6553ce4202ad7d1f43fd7f1644e1a000.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\167299\versions\98fe084c296d3dea02beeeac32fd9b1b6553ce4202ad7d1f43fd7f1644e1a000.json"
"167299","sparkIndex","pdata_n.t98_brok_imp_cust_list","task:167299:statement:0:relation:root.casttable.setop.b1.t.setop.b0.setop.b0.setop.b1.qywx_weekly_report_org.a.t5.read.t98_brok_imp_cust_list","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\167299\versions\98fe084c296d3dea02beeeac32fd9b1b6553ce4202ad7d1f43fd7f1644e1a000.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\167299\versions\98fe084c296d3dea02beeeac32fd9b1b6553ce4202ad7d1f43fd7f1644e1a000.json"
"167299","sparkIndex","pdata_n.t98_brok_imp_cust_list","task:167299:statement:0:relation:root.casttable.setop.b1.t.setop.b0.setop.b0.setop.b1.qywx_weekly_report_org.e.read.t98_brok_imp_cust_list","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\167299\versions\98fe084c296d3dea02beeeac32fd9b1b6553ce4202ad7d1f43fd7f1644e1a000.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\167299\versions\98fe084c296d3dea02beeeac32fd9b1b6553ce4202ad7d1f43fd7f1644e1a000.json"
"168458","sparkIndex","dm_index_n.grp_tag_client_rich_cust_flag","task:168458:statement:0:relation:root.(child).typ.read.grp_tag_client_rich_cust_flag","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.grp_tag_client_whth_valid_flag","task:168458:statement:0:relation:root.(child).vld.read.grp_tag_client_whth_valid_flag","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_ast","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b0.setop.b0.ast.read.index_grp1_ast","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_net_ast_net_in_amt_year","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b0.setop.b0.ymt.read.index_grp1_net_ast_net_in_amt_year","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_yield_fullacct_year_retandorgcntr","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b0.setop.b0.ypo.read.index_grp1_yield_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_yieldamt_fullacct_year_retandorgcntr","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b0.setop.b0.yqr.read.index_grp1_yieldamt_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_ast","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b0.setop.b1.ast.read.index_grp1_ast","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_net_ast_net_in_amt_year","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b0.setop.b1.ymt.read.index_grp1_net_ast_net_in_amt_year","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_yield_fullacct_year_retandorgcntr","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b0.setop.b1.ypo.read.index_grp1_yield_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_yieldamt_fullacct_year_retandorgcntr","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b0.setop.b1.yqr.read.index_grp1_yieldamt_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_ast","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b1.ast.read.index_grp1_ast","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_net_ast_net_in_amt_year","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b1.ymt.read.index_grp1_net_ast_net_in_amt_year","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_yield_fullacct_year_retandorgcntr","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b1.ypo.read.index_grp1_yield_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_yieldamt_fullacct_year_retandorgcntr","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b0.setop.b1.yqr.read.index_grp1_yieldamt_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_ast","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b1.ast.read.index_grp1_ast","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_net_ast_net_in_amt_year","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b1.ymt.read.index_grp1_net_ast_net_in_amt_year","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_yield_fullacct_year_retandorgcntr","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b1.ypo.read.index_grp1_yield_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_yieldamt_fullacct_year_retandorgcntr","task:168458:statement:0:relation:root.casttable.setop.b0.setop.b1.yqr.read.index_grp1_yieldamt_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_ast","task:168458:statement:0:relation:root.casttable.setop.b1.ast.read.index_grp1_ast","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_net_ast_net_in_amt_year","task:168458:statement:0:relation:root.casttable.setop.b1.ymt.read.index_grp1_net_ast_net_in_amt_year","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_yield_fullacct_year_retandorgcntr","task:168458:statement:0:relation:root.casttable.setop.b1.ypo.read.index_grp1_yield_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"168458","sparkIndex","dm_index_n.index_grp1_yieldamt_fullacct_year_retandorgcntr","task:168458:statement:0:relation:root.casttable.setop.b1.yqr.read.index_grp1_yieldamt_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\168458\versions\e12d103a5d988ad009e1141aa4e2c5b976f8c396a777a6bf194e02cc5db7e696.json"
"173057","sparkIndex","dm_index_n.index_grp1_ast","task:173057:statement:0:relation:root.(child).ast.read.index_grp1_ast","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\173057\versions\82a24be315135c924a02585e174b226450a2a8445fb7d9f0e96e0a41fc3d1738.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\173057\versions\82a24be315135c924a02585e174b226450a2a8445fb7d9f0e96e0a41fc3d1738.json"
"173057","sparkIndex","dm_index_n.grp_tag_client_whth_valid_flag","task:173057:statement:0:relation:root.(child).vld.read.grp_tag_client_whth_valid_flag","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\173057\versions\82a24be315135c924a02585e174b226450a2a8445fb7d9f0e96e0a41fc3d1738.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\173057\versions\82a24be315135c924a02585e174b226450a2a8445fb7d9f0e96e0a41fc3d1738.json"
"174041","hive2postgre","dm_om_n.wt_cust_comm_incm_mon","task:174041:statement:0:relation:root.read.wt_cust_comm_incm_mon","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174041\versions\8b351c9328a5cf789e6b6c0a8086a8ee6431a9cfaa92ccf81cc78a563ec00bcc.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174041\versions\8b351c9328a5cf789e6b6c0a8086a8ee6431a9cfaa92ccf81cc78a563ec00bcc.json"
"174129","hive2postgre","dm_om_n.wt_cust_oth_incm_mon","task:174129:statement:0:relation:root.read.wt_cust_oth_incm_mon","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174129\versions\ab0b36ef9867f10f2fd5f06da6bf8425207714390c7292f9aefb5cf9aaf0c76d.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174129\versions\ab0b36ef9867f10f2fd5f06da6bf8425207714390c7292f9aefb5cf9aaf0c76d.json"
"174163","hive2postgre","dm_om_n.wt_cust_opt_incm_mon","task:174163:statement:0:relation:root.read.wt_cust_opt_incm_mon","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174163\versions\d535428a95b53324bcc11075ee6332fa8ea3a1818d9a73d987f2186cc1479b23.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174163\versions\d535428a95b53324bcc11075ee6332fa8ea3a1818d9a73d987f2186cc1479b23.json"
"174164","hive2postgre","dm_om_n.wt_cust_csfc_incm_mon","task:174164:statement:0:relation:root.read.wt_cust_csfc_incm_mon","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174164\versions\593e3d02761b32c07f06e6b79b5d00e0a1f92322a76e37e757ccfb1d5909f67b.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174164\versions\593e3d02761b32c07f06e6b79b5d00e0a1f92322a76e37e757ccfb1d5909f67b.json"
"174370","sparkIndex","dm_index_n.index_grp1_ast","task:174370:statement:0:relation:root.(child).ast.read.index_grp1_ast","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174370\versions\675bc512e62c8d9111ba11941c0da1be733d663d7ca05d443f82fd64c458f567.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174370\versions\675bc512e62c8d9111ba11941c0da1be733d663d7ca05d443f82fd64c458f567.json"
"174370","sparkIndex","dm_index_n.grp_tag_client_whth_valid_flag","task:174370:statement:0:relation:root.(child).vld.read.grp_tag_client_whth_valid_flag","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174370\versions\675bc512e62c8d9111ba11941c0da1be733d663d7ca05d443f82fd64c458f567.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174370\versions\675bc512e62c8d9111ba11941c0da1be733d663d7ca05d443f82fd64c458f567.json"
"174537","sparkIndex","dm_index_n.grp_tag_client_whth_valid_flag","task:174537:statement:0:relation:root.(child).vld.read.grp_tag_client_whth_valid_flag","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174537\versions\2c70dc9f0e6c04980af5422e7a0aad2b524e99bea1ff5088371880accd48212a.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174537\versions\2c70dc9f0e6c04980af5422e7a0aad2b524e99bea1ff5088371880accd48212a.json"
"174537","sparkIndex","dm_index_n.index_grp1_net_ast_net_in_amt_year","task:174537:statement:0:relation:root.(child).ymt.read.index_grp1_net_ast_net_in_amt_year","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174537\versions\2c70dc9f0e6c04980af5422e7a0aad2b524e99bea1ff5088371880accd48212a.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174537\versions\2c70dc9f0e6c04980af5422e7a0aad2b524e99bea1ff5088371880accd48212a.json"
"174918","sparkIndex","dm_index_n.grp_tag_client_whth_valid_flag","task:174918:statement:0:relation:root.(child).vld.read.grp_tag_client_whth_valid_flag","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174918\versions\fcf77ef6a1dcf49ddd4b6e8cb33419891f396e364ab8ed56b2a502470ccdc468.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174918\versions\fcf77ef6a1dcf49ddd4b6e8cb33419891f396e364ab8ed56b2a502470ccdc468.json"
"174918","sparkIndex","dm_index_n.index_grp1_yield_fullacct_year_retandorgcntr","task:174918:statement:0:relation:root.(child).ypo.read.index_grp1_yield_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174918\versions\fcf77ef6a1dcf49ddd4b6e8cb33419891f396e364ab8ed56b2a502470ccdc468.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174918\versions\fcf77ef6a1dcf49ddd4b6e8cb33419891f396e364ab8ed56b2a502470ccdc468.json"
"174918","sparkIndex","dm_index_n.index_grp1_yieldamt_fullacct_year_retandorgcntr","task:174918:statement:0:relation:root.(child).yqr.read.index_grp1_yieldamt_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174918\versions\fcf77ef6a1dcf49ddd4b6e8cb33419891f396e364ab8ed56b2a502470ccdc468.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174918\versions\fcf77ef6a1dcf49ddd4b6e8cb33419891f396e364ab8ed56b2a502470ccdc468.json"
"174933","sparkIndex","dm_index_n.grp_tag_client_whth_valid_flag","task:174933:statement:0:relation:root.(child).vld.read.grp_tag_client_whth_valid_flag","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174933\versions\ef9dcec4ccac3ff1cfd43f9cd47715a0973cfcfcf1421b7d3c8b93be4984263d.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174933\versions\ef9dcec4ccac3ff1cfd43f9cd47715a0973cfcfcf1421b7d3c8b93be4984263d.json"
"174933","sparkIndex","dm_index_n.index_grp1_yield_fullacct_year_retandorgcntr","task:174933:statement:0:relation:root.(child).ypo.read.index_grp1_yield_fullacct_year_retandorgcntr","CONFIRMED","LITERAL","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174933\versions\ef9dcec4ccac3ff1cfd43f9cd47715a0973cfcfcf1421b7d3c8b93be4984263d.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\174933\versions\ef9dcec4ccac3ff1cfd43f9cd47715a0973cfcfcf1421b7d3c8b93be4984263d.json"
"175419","sparkIndex","dm_index_n.index_grp1_cust_docbkamt_covtrmb_tdy_all","task:175419:statement:0:relation:root.casttable.covt.a.setop.b0.read.index_grp1_cust_docbkamt_covtrmb_tdy_all","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\175419\versions\f6a9e25c95e83346d8fbe4f2942e8550bcb24c519db3b0263aa8ef23812b35ae.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\175419\versions\f6a9e25c95e83346d8fbe4f2942e8550bcb24c519db3b0263aa8ef23812b35ae.json"
"175419","sparkIndex","dm_index_n.index_grp1_cust_doctranoamt_covtrmb_tdy_all","task:175419:statement:0:relation:root.casttable.covt.a.setop.b1.read.index_grp1_cust_doctranoamt_covtrmb_tdy_all","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\175419\versions\f6a9e25c95e83346d8fbe4f2942e8550bcb24c519db3b0263aa8ef23812b35ae.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\175419\versions\f6a9e25c95e83346d8fbe4f2942e8550bcb24c519db3b0263aa8ef23812b35ae.json"
"175419","sparkIndex","dm_index_n.index_grp1_cust_incm_allcali_tdy_all","task:175419:statement:0:relation:root.casttable.incm.a.read.index_grp1_cust_incm_allcali_tdy_all","CONFIRMED","NON_LITERAL_PRESENT","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\175419\versions\f6a9e25c95e83346d8fbe4f2942e8550bcb24c519db3b0263aa8ef23812b35ae.evidence-v3.json","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\175419\versions\f6a9e25c95e83346d8fbe4f2942e8550bcb24c519db3b0263aa8ef23812b35ae.json"
